"","Restaurant_Name","id","quote","value_rating","rating","date","review","count","things","Noofcontribution","Noofusefulvotes"
"281","Favela Tour","rn123805379","cariocafreeculture ""favela tour"" makes you feel like a visitor, not a tourist",NA,5,NA,"I recently had the opportunity to live in the favela of Vidigal for 3 months this last year, and get to know the community with the help of Rodrigo from cariocafreeculture. I also took his walking tour to Rocinha where he grew up and he...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
"282","Favela Tour","rn123454404","Great experience, learn about other face of Rio",NA,5,NA,"I made this tour with Marcelo Armstrong, the guide was Marina, excellent guide, very knowledgable, perfect English. Everything was very well organized, very precise, from the first contact (I directly phoned from the hotel), to the pick up in the hotel, general organization and information...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","334","164"
"283","Favela Tour","rn123059188","A glimpse into the hidden rio",NA,5,NA,"Love the tour...was one of the most amazing experiences....to get a glimpse inside of the slums and to see how beautiful the people are and how happy they are was an amazing experience....a must-do while in Rio","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","1"
"284","Favela Tour","rn122730463","A must-do",NA,5,NA,"So amazing to see how the poorer people live. The best part of the tour though is the motorbike ride to the top of the favela - its PETRIFYING!! My driver was racing with another and at one point we were in the middle of...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","7"
"285","Favela Tour","rn122564159","strong and important to do",NA,5,NA,"The guide Everaldo, was an excellent representative of the lovely Brazil ,expressing his
devotion to give us a wide understanding of the social situation of the favelas in the brazilian society and its current and future impact on the country.
His critic view while clever...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","36","13"
"286","Favela Tour","rn122361720","Favela Rocinha Sustainable Tour Rejane Reis best tour in Rio",NA,5,NA,"Amazing, simply fantastic. A friend and I went to Rio and decided we had to see the Favelas to get to understand more about Brazil as it's such an important part of the country.
We were the only members of the tour, which made it...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","453","214"
"287","Favela Tour","rn122118753","Easy, safe visit to favela",NA,4,NA,"I worried that the walking portion of the favela tour would be too extensive for one of our three travelers. And, it was! But our guide was generous in finding a place for our traveler to sit and wait for us. Sometimes the waiting was...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","112","88"
"288","Favela Tour","rn121543728","Worth it",NA,4,NA,"Doing a favela tour in Rio de Janeiro is truly worth it for couple of reasons. If you select a good company, such as Favela Tour/Marcelo Armstrong, they do provide excellent guides very knowledgeable about the history, past and present issues.
Our guide was superb...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","145","101"
"289","Favela Tour","rn120680494","Poor Experience with Favela Tours",NA,2,NA,"We booked this tour by email, then had to reconfirm by phone in Rio which was a hassle. The owner, Marcelo Armstrong, was not doing our tour--said he had to have hand surgery that day. So we had a substitute, Ricardo, who was not from...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","9","14"
"290","Favela Tour","rn101316319","Good for those who want to ""see"" it, not for those who want to know more",NA,3,NA,"Good or not, it depends what you want and how experienced you are. if you have only one day and you dont speak portuguese and have no friend who lives in a Favela - go for it and you will see a quick insight. for...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","3"
"291","Favela Tour","rn95364464","Don't bother with this favela tour",NA,2,NA,"Having been recommended the tour in the UK we were very disappointed with the guide on the day. She spoke to us for 10 minutes in the van while we drove to Rocinha, telling us a little bit about the tour and then told us...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","5"
"292","Favela Tour","rn84112014","Amazing tour.",NA,5,NA,"Book the through ""bealocal.com"" which was really cheap. They picked me up at the door of my hostel and dropped me back when it was finished.
The tour guide was amazing and had perfect English. It made me understand the way of life so much...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","9"
"293","Favela Tour","rn76065695","very interesting",NA,4,NA,"I was slightly dubious of this ""tour"", but some fellow travellers were keen. It was surprisingly good and importantly money is going back into the community - helping to fund a school which has got a disproportionately high number of favela children into university.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","247","191"
"294","Favela Tour","rn70220628","The real deal on Favelas",NA,3,NA,"Booked my afternoon tour through Marcelo Armstrong's Favela Tour (http://www.favelatour.com.br/). The site insists you book a reservation via telephone once you arrive in Rio due to possibilities of delays. Nonetheless, i'd recommend emailing them for an informational packet and pre-registration. The company provided many options...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","63","55"
"295","Favela Tour","rn66847977","Brilliant half day trip, two Favelas, both very different, until you visit you cannot imagine the construction!",NA,5,NA,"our guide company was run by Marcelo Armstrong (www.favelatour.com.br), our guide was Alfredo. The first visit was Rocinha which is one of the largest and we walked the maze of streets to see that they now have banks and shops, they are really small villages...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","54","29"
"296","Favela Tour","rn66765219","Highly Recommended",NA,5,NA,"Favelatour.com.br was a very eye opening view into the favela's without feeling too voyeuristic (like the open jeep ""safari"" type tours). There is a school in one of the favelas that is funded by the proceeds from the tours. They picked us up at our...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","29","29"
"297","Favela Tour","rn57091066","Don't be afraid of the favela",NA,4,NA,"One Saturday morning with a clear blue sky we took off from our hotel (Orla Copacabana, recommendable) on Copacabana to go on a tour to the biggest favela in Rio de Janeiro: Rocinha. We had bought the tour from Bananí Turismo(www.banani.com.br), a local Danish/Brazilian agency,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","13"
